Sec,NanoSec,Sec_total,a_x,a_y,a_z,w_x,w_y,w_z
1.63E+09,1.43E+08,1.63E+09,-9.41,-3.8631,-1.5225,-0.23682,0.54836,0.079525
1.63E+09,2.43E+08,1.63E+09,-9.4961,0.76081,-9.2461,-0.052608,0.54013,0.077095
1.63E+09,3.43E+08,1.63E+09,-8.6629,-2.1403,-7.7704,-0.027143,0.53562,0.20069
1.63E+09,4.43E+08,1.63E+09,-10.013,-0.34381,-9.1847,0.071371,0.53447,0.21067
1.63E+09,5.44E+08,1.63E+09,-11.79,-1.2315,-9.2291,-0.12474,0.53889,0.39865
1.63E+09,6.44E+08,1.63E+09,-9.3434,-0.58614,-4.6649,0.092469,0.54118,0.50293
1.63E+09,7.44E+08,1.63E+09,-6.7264,-1.1352,-8.6432,0.28401,0.52582,0.17043
1.63E+09,8.44E+08,1.63E+09,-9.0525,-3.4347,-9.8524,-0.66607,0.51407,0.15876
1.63E+09,9.44E+08,1.63E+09,-13.357,1.9428,-15.808,-0.14448,0.54547,0.079347
1.63E+09,4.39E+07,1.63E+09,-8.5324,1.0437,-12.288,-0.13031,0.5379,-0.13861
1.63E+09,1.44E+08,1.63E+09,-9.9341,1.6508,-11.28,0.10815,0.55492,-0.18239
1.63E+09,2.44E+08,1.63E+09,-8.5865,-1.2352,-11.445,-0.10275,0.55014,-0.21415
1.63E+09,3.44E+08,1.63E+09,-9.1712,-2.845,-8.3457,0.097721,0.55925,-0.32766
1.63E+09,4.44E+08,1.63E+09,-9.4878,-1.4598,-11.227,0.093798,0.55355,0.061876
1.63E+09,5.44E+08,1.63E+09,-6.8824,-2.3337,-15.906,-0.35498,0.53855,-0.038252
1.63E+09,6.44E+08,1.63E+09,-8.7992,0.86633,-14.345,-0.26386,0.55272,0.092828
1.63E+09,7.44E+08,1.63E+09,-6.2136,0.26803,-13.056,-0.11642,0.52994,0.0074081
1.63E+09,8.45E+08,1.63E+09,-11.268,1.1758,-22.049,0.57064,0.55285,0.060534
1.63E+09,9.45E+08,1.63E+09,-7.5482,-1.3082,-13.381,0.024312,0.54564,-0.084836
1.63E+09,4.47E+07,1.63E+09,-8.2673,-0.55959,-16.263,-0.15028,0.54623,0.027162
1.63E+09,1.45E+08,1.63E+09,-7.926,-1.9855,-13.205,0.12413,0.55535,-0.042275
1.63E+09,2.45E+08,1.63E+09,-6.4398,-2.3215,-14.926,-0.046634,0.53576,0.084306
1.63E+09,3.45E+08,1.63E+09,-4.9588,4.7896,-21.05,-0.16338,0.54134,-0.054405
1.63E+09,4.45E+08,1.63E+09,-5.6265,2.1279,-15.268,0.11036,0.5424,0.10106
1.63E+09,5.45E+08,1.63E+09,-4.7239,3.0191,-16.998,-0.11132,0.54607,-0.036432
1.63E+09,6.45E+08,1.63E+09,-5.8538,-0.68609,-17.997,0.04994,0.5442,-0.0052235
1.63E+09,7.45E+08,1.63E+09,-5.1384,-5.7679,-18.67,0.18985,0.55135,0.033858
1.63E+09,8.45E+08,1.63E+09,-3.6006,-5.9254,-18.269,0.0085407,0.54879,0.011288
1.63E+09,9.45E+08,1.63E+09,-3.8399,-4.4786,-18.322,-0.048788,0.54917,0.0019284
1.63E+09,4.55E+07,1.63E+09,-3.983,-4.0031,-16.08,-0.37686,0.52347,-0.022072
1.63E+09,1.46E+08,1.63E+09,-2.7798,0.45963,-14.653,-0.22949,0.52394,0.1247
1.63E+09,2.46E+08,1.63E+09,0.35215,3.8866,-20.059,0.62677,0.53128,0.42129
1.63E+09,3.46E+08,1.63E+09,-2.038,-5.0709,-20.735,0.094323,0.53871,0.097273
1.63E+09,4.46E+08,1.63E+09,-2.6477,-1.2079,-15.101,-0.057632,0.55506,-0.039263
1.63E+09,5.46E+08,1.63E+09,-0.58095,-0.38405,-23.269,0.17569,0.56362,0.019726
1.63E+09,6.46E+08,1.63E+09,1.6315,-1.4335,-20.286,-0.07973,0.52899,-0.14303
1.63E+09,7.46E+08,1.63E+09,-0.11107,-0.79612,-16.048,0.20099,0.53042,-0.15261
1.63E+09,8.46E+08,1.63E+09,-3.4416,-2.9918,-23.571,-0.48653,0.53595,0.18046
1.63E+09,9.46E+08,1.63E+09,2.2763,-0.016049,-18.686,0.21573,0.54249,-0.080163
1.63E+09,4.64E+07,1.63E+09,0.4619,0.92801,-20.575,-0.24671,0.55384,0.14048
1.63E+09,1.46E+08,1.63E+09,3.0477,0.81858,-15.891,0.066402,0.556,-0.0019878
1.63E+09,2.47E+08,1.63E+09,3.8209,4.0899,-21.029,-0.54574,0.52596,0.086017
1.63E+09,3.47E+08,1.63E+09,1.9707,-0.85977,-15.417,0.38017,0.55947,-0.16996
1.63E+09,4.47E+08,1.63E+09,4.2031,-4.8578,-16.641,0.12379,0.52331,-0.031923
1.63E+09,5.47E+08,1.63E+09,2.3462,-4.6953,-24.652,-0.30398,0.54929,-0.036582
1.63E+09,6.47E+08,1.63E+09,4.7509,3.2064,-17.284,-0.11966,0.5355,0.056645
1.63E+09,7.47E+08,1.63E+09,4.3886,5.7719,-20.411,-0.12135,0.54919,-0.018756
1.63E+09,8.47E+08,1.63E+09,6.3589,3.677,-17.811,-0.088545,0.54744,-0.16867
1.63E+09,9.47E+08,1.63E+09,6.2376,-0.15249,-17.401,0.22986,0.5446,0.02311
1.63E+09,4.72E+07,1.63E+09,5.5491,-4.3941,-16.025,0.19203,0.55152,-0.017652
1.63E+09,1.47E+08,1.63E+09,6.4596,-4.5507,-17.304,0.065677,0.55072,0.025344
1.63E+09,2.47E+08,1.63E+09,6.8062,-3.1693,-18.556,0.10059,0.54543,-0.086001
1.63E+09,3.47E+08,1.63E+09,7.6947,1.961,-11.292,0.28363,0.53021,0.07685
1.63E+09,4.48E+08,1.63E+09,7.3518,0.85033,-17.136,-0.40682,0.5297,0.34854
1.63E+09,5.48E+08,1.63E+09,7.7838,1.819,-14.248,0.0039542,0.54489,0.54023
1.63E+09,6.48E+08,1.63E+09,10.151,1.5383,-12.049,-0.023033,0.5405,0.088396
1.63E+09,7.48E+08,1.63E+09,8.236,-2.9061,-15.11,0.13778,0.55134,-0.24382
1.63E+09,8.48E+08,1.63E+09,8.3752,-2.5818,-14.06,0.066975,0.56796,-0.53199
1.63E+09,9.48E+08,1.63E+09,9.7971,-1.1722,-13.348,-0.098282,0.57427,-0.76232
1.63E+09,4.81E+07,1.63E+09,12.405,0.84265,-10.93,0.13373,0.554,-0.82019
1.63E+09,1.48E+08,1.63E+09,9.4035,-0.28165,-8.816,-0.00095207,0.57769,-0.91423
1.63E+09,2.48E+08,1.63E+09,9.3002,3.6034,-10.118,0.011862,0.58406,-1.0721
1.63E+09,3.48E+08,1.63E+09,9.556,1.6605,-10.083,0.039131,0.57786,-1.1707
1.63E+09,4.48E+08,1.63E+09,9.5007,1.341,-11.596,-0.017167,0.55298,-0.27957
1.63E+09,5.48E+08,1.63E+09,10.004,1.6624,-8.7367,0.095161,0.53575,-0.16058
1.63E+09,6.49E+08,1.63E+09,8.3681,0.8938,-7.7857,0.3139,0.52818,0.069153
1.63E+09,7.49E+08,1.63E+09,9.2763,4.5898,-12.509,-0.26765,0.5325,-0.021788
1.63E+09,8.49E+08,1.63E+09,9.1791,7.9359,-9.029,-0.00090461,0.54065,0.032276
1.63E+09,9.49E+08,1.63E+09,9.4706,7.4748,-7.4134,-0.21083,0.53411,-0.044181
1.63E+09,4.89E+07,1.63E+09,7.8747,2.7853,-9.2006,0.15587,0.55347,-0.25529
1.63E+09,1.49E+08,1.63E+09,9.1103,2.4341,-7.4775,0.067697,0.5514,-0.38003
1.63E+09,2.49E+08,1.63E+09,6.9964,1.3747,-7.034,-0.015623,0.55967,-0.60531
1.63E+09,3.49E+08,1.63E+09,7.4844,3.4212,-5.6132,-0.23141,0.56047,-0.46265
1.63E+09,4.49E+08,1.63E+09,7.3399,5.8273,-5.3747,0.20734,0.58105,-0.49699
1.63E+09,5.49E+08,1.63E+09,7.0523,7.4068,-5.3645,0.14565,0.57319,-0.57883
1.63E+09,6.49E+08,1.63E+09,6.2287,7.0305,-5.6798,0.044792,0.57186,-0.77218
1.63E+09,7.50E+08,1.63E+09,6.9141,7.3025,-4.0853,-0.074767,0.55152,-0.76558
1.63E+09,8.50E+08,1.63E+09,4.2868,8.6222,-4.6176,-0.28859,0.5568,-0.99514
1.63E+09,9.50E+08,1.63E+09,2.8309,6.4272,-2.6893,-0.20343,0.56902,-0.99127
1.63E+09,4.98E+07,1.63E+09,2.6469,8.3175,-3.4871,-0.084759,0.55734,-0.39562
1.63E+09,1.50E+08,1.63E+09,-0.23949,7.3467,-2.7386,0.065604,0.53989,0.080472
1.63E+09,2.50E+08,1.63E+09,2.167,5.8849,-4.495,0.14062,0.55507,-0.078716
1.63E+09,3.50E+08,1.63E+09,1.3798,3.0822,-4.5278,0.014032,0.53479,-0.029387
1.63E+09,4.50E+08,1.63E+09,1.2133,4.8286,-2.735,-0.11075,0.52009,-0.14732
1.63E+09,5.50E+08,1.63E+09,-0.29927,4.8009,-5.3192,-0.2661,0.52317,0.212
1.63E+09,6.50E+08,1.63E+09,-0.536,11.07,-6.6582,-0.10335,0.52816,0.3896
1.63E+09,7.50E+08,1.63E+09,1.3562,7.5052,1.4467,0.26063,0.54993,0.5297
1.63E+09,8.51E+08,1.63E+09,0.7645,7.944,-1.5629,-0.051814,0.54321,-0.0076825
1.63E+09,9.51E+08,1.63E+09,-0.81533,11.789,-2.5697,0.22181,0.55283,-0.051452
1.63E+09,5.07E+07,1.63E+09,-0.12312,11.467,-2.8745,-0.040498,0.54836,-0.19032
1.63E+09,1.51E+08,1.63E+09,0.22808,3.4279,-4.5807,0.33796,0.53601,0.078212
1.63E+09,2.51E+08,1.63E+09,-0.6197,3.4757,-3.0673,0.095912,0.52957,0.10948
1.63E+09,3.51E+08,1.63E+09,-2.6819,3.0479,-3.7376,-0.22781,0.54022,0.0037885
1.63E+09,4.51E+08,1.63E+09,-1.6507,7.6651,2.734,-0.29977,0.53482,0.10093
1.63E+09,5.51E+08,1.63E+09,-3.8936,8.7964,-1.9031,-0.35949,0.54178,0.52527
1.63E+09,6.51E+08,1.63E+09,-1.5439,9.3286,-4.6108,0.3292,0.53354,0.66327
1.63E+09,7.51E+08,1.63E+09,-1.6639,6.6545,-2.0129,0.082708,0.52543,0.47797
1.63E+09,8.51E+08,1.63E+09,-0.94154,6.9559,-1.3097,-0.073388,0.53148,0.48014
1.63E+09,9.52E+08,1.63E+09,-1.2721,7.2285,0.10178,-0.090687,0.52529,0.52496
1.63E+09,5.16E+07,1.63E+09,0.93853,14.844,-9.496,0.40063,0.53491,0.57132
1.63E+09,1.52E+08,1.63E+09,-0.7157,11.011,-3.0617,0.095156,0.54795,0.16005
1.63E+09,2.52E+08,1.63E+09,-1.9274,5.0799,-3.1761,0.2184,0.55233,0.040129
1.63E+09,3.52E+08,1.63E+09,-1.0878,5.5318,-4.2719,-0.02054,0.52329,0.74302
1.63E+09,4.52E+08,1.63E+09,-2.8066,8.4178,-4.7614,0.059996,0.51749,0.87168
1.63E+09,5.52E+08,1.63E+09,0.67304,8.7058,-3.8771,0.31902,0.52813,0.63841
1.63E+09,6.52E+08,1.63E+09,0.0029602,9.3243,-2.737,-0.30081,0.52764,0.38331
1.63E+09,7.52E+08,1.63E+09,-1.0956,12.817,-3.6054,0.048285,0.54559,0.13763
1.63E+09,8.52E+08,1.63E+09,-0.58369,6.686,-4.6531,0.23102,0.54866,-0.037536
1.63E+09,9.52E+08,1.63E+09,-2.641,7.5352,-3.6533,0.012082,0.54992,-0.075601
1.63E+09,5.26E+07,1.63E+09,-1.1137,8.5077,-4.1895,-0.28287,0.56014,-0.79071
1.63E+09,1.53E+08,1.63E+09,-4.0769,10.395,-4.3026,0.34241,0.56908,-0.64994
1.63E+09,2.53E+08,1.63E+09,-6.2103,6.4892,-3.2428,-0.20973,0.55066,-0.75439
1.63E+09,3.53E+08,1.63E+09,-6.3459,6.403,-4.9927,-0.089509,0.54842,-0.43147
1.63E+09,4.53E+08,1.63E+09,-6.107,7.4894,-4.8234,-0.1374,0.54163,0.076393
1.63E+09,5.53E+08,1.63E+09,-4.4727,13.285,-6.2227,-0.0080131,0.55049,-0.068314
1.63E+09,6.53E+08,1.63E+09,-5.744,7.8222,-5.1776,0.10831,0.55127,-0.029807
1.63E+09,7.53E+08,1.63E+09,-5.8189,2.7664,-6.3462,0.24596,0.55747,-0.018761
1.63E+09,8.53E+08,1.63E+09,-6.1327,4.385,-4.1802,0.02296,0.55713,0.024989
1.63E+09,9.53E+08,1.63E+09,-2.3718,5.915,-7.24,-0.54537,0.5098,0.017585
1.63E+09,5.35E+07,1.63E+09,-9.098,13.438,-3.6854,0.55239,0.56676,0.14853
1.63E+09,1.54E+08,1.63E+09,-2.4248,10.114,-7.4151,-0.0042382,0.55522,0.12453
1.63E+09,2.54E+08,1.63E+09,-5.6004,8.6406,-8.5843,0.16339,0.53825,0.057402
1.63E+09,3.54E+08,1.63E+09,-6.2955,9.2715,-9.1254,0.12355,0.53912,-0.04126
1.63E+09,4.54E+08,1.63E+09,-4.2517,2.2902,-9.9237,0.78042,0.52187,0.097167
1.63E+09,5.54E+08,1.63E+09,-7.7379,3.5863,-4.6266,0.22608,0.53308,0.39698
1.63E+09,6.54E+08,1.63E+09,-11.154,4.0715,-27.485,-0.055557,0.53969,0.42417
1.63E+09,7.54E+08,1.63E+09,-7.3199,5.4947,-10.421,0.038985,0.54211,0.069747
1.63E+09,8.54E+08,1.63E+09,-7.0203,4.6899,-14.367,-0.86735,0.5342,0.16094
1.63E+09,9.54E+08,1.63E+09,-6.2111,9.3714,-3.9019,-1.6624,0.52879,-0.038888
1.63E+09,5.44E+07,1.63E+09,-8.683,11.621,1.4618,-0.33787,0.54312,0.57579
1.63E+09,1.55E+08,1.63E+09,-6.982,17.839,-8.1255,-0.14818,0.53254,0.30152
1.63E+09,2.55E+08,1.63E+09,-5.1489,8.4778,-6.7619,0.44949,0.57691,-0.12956
1.63E+09,3.55E+08,1.63E+09,-4.2435,8.344,-8.6287,-0.10948,0.53634,0.085715
1.63E+09,4.55E+08,1.63E+09,-6.7634,9.5017,-8.8985,-0.022274,0.54323,-0.010011
1.63E+09,5.55E+08,1.63E+09,-4.9161,6.843,-11.629,0.088095,0.55009,0.037988
1.63E+09,6.55E+08,1.63E+09,-4.5245,11.68,-12.41,-0.48011,0.53834,-0.2663
1.63E+09,7.55E+08,1.63E+09,-6.1331,6.2913,-12.729,-0.75358,0.55003,-0.34332
1.63E+09,8.55E+08,1.63E+09,-4.4652,7.2092,-2.8199,-0.60089,0.52401,-0.31636
1.63E+09,9.55E+08,1.63E+09,-7.6887,15.245,-12.899,0.021885,0.54025,0.033142
1.63E+09,5.54E+07,1.63E+09,-5.8205,16.231,-11.946,0.64327,0.53927,0.19991
1.63E+09,1.56E+08,1.63E+09,-3.8914,13.955,-16.21,0.5327,0.5266,0.37561
1.63E+09,2.56E+08,1.63E+09,-5.4369,10.165,-12.542,0.066708,0.55045,0.038173
1.63E+09,3.56E+08,1.63E+09,-4.3798,10.502,-12.843,0.013493,0.54657,0.035831
1.63E+09,4.56E+08,1.63E+09,-5.4079,6.3383,-11.889,0.42371,0.54501,0.031898
1.63E+09,5.56E+08,1.63E+09,-4.9989,7.9567,-12.81,0.91465,0.5877,-0.083419
1.63E+09,6.56E+08,1.63E+09,-3.1313,4.4047,-9.6466,-0.033006,0.54,-0.082446
1.63E+09,7.56E+08,1.63E+09,-4.6289,7.5378,-14.717,-0.19801,0.55964,-0.14686
1.63E+09,8.56E+08,1.63E+09,-3.2327,10.623,-17.459,0.48284,0.5465,-0.21812
1.63E+09,9.56E+08,1.63E+09,-4.8889,6.2084,-11.553,-0.27448,0.53238,-0.18639
1.63E+09,5.64E+07,1.63E+09,-4.2904,9.5196,-16.02,0.19408,0.54814,0.01377
1.63E+09,1.56E+08,1.63E+09,-3.48,6.4988,-15.065,-0.20622,0.54113,-0.034215
1.63E+09,2.57E+08,1.63E+09,-3.1319,9.8971,-14.949,0.26455,0.5635,0.010246
1.63E+09,3.57E+08,1.63E+09,-2.1418,9.0197,-16.61,-0.037232,0.54944,-0.089213
1.63E+09,4.57E+08,1.63E+09,-3.2439,8.2273,-16.648,0.3863,0.54666,-0.0065506
1.63E+09,5.57E+08,1.63E+09,-3.5099,9.8442,-14.257,-0.13394,0.55584,0.042691
1.63E+09,6.57E+08,1.63E+09,-1.1876,12.998,-18.299,0.0056058,0.54537,0.017058
1.63E+09,7.57E+08,1.63E+09,-0.83913,8.0626,-16.273,0.24314,0.53643,0.16246
1.63E+09,8.57E+08,1.63E+09,-0.75324,4.6332,-16.642,0.14209,0.52779,0.57279
1.63E+09,9.57E+08,1.63E+09,1.0465,6.5411,-16.413,-0.13216,0.51846,0.44321
1.63E+09,5.74E+07,1.63E+09,-0.8695,7.6073,-17.48,0.065737,0.5475,0.20589
1.63E+09,1.57E+08,1.63E+09,2.441,7.8203,-18.25,0.014032,0.5405,0.016243
1.63E+09,2.58E+08,1.63E+09,0.90509,9.9467,-19.366,-0.0015604,0.54353,-0.16231
1.63E+09,3.58E+08,1.63E+09,0.22075,6.1982,-13.741,0.28844,0.54922,-0.14037
1.63E+09,4.58E+08,1.63E+09,1.8264,5.9284,-14.213,-0.12072,0.53043,0.26573
1.63E+09,5.58E+08,1.63E+09,-0.31346,8.829,-18.72,-0.18417,0.54627,0.25228
1.63E+09,6.58E+08,1.63E+09,4.2619,8.4236,-16.598,-0.15509,0.54232,0.33864
1.63E+09,7.58E+08,1.63E+09,4.3071,9.4071,-15.155,-0.023936,0.53672,0.36421
1.63E+09,8.58E+08,1.63E+09,4.849,9.6279,-12.852,-0.14892,0.54034,-0.053781
1.63E+09,9.58E+08,1.63E+09,4.031,12.892,-12.81,-0.18916,0.54719,0.02015
1.63E+09,5.83E+07,1.63E+09,4.708,10.755,-13.224,0.021666,0.55075,-0.0099752
1.63E+09,1.58E+08,1.63E+09,4.8726,9.1353,-14.924,0.18236,0.53654,-0.069514
1.63E+09,2.59E+08,1.63E+09,4.4081,6.7477,-13.629,0.05884,0.54453,0.01392
1.63E+09,3.59E+08,1.63E+09,5.0367,8.1803,-13.701,-0.096347,0.54881,-0.013448
1.63E+09,4.59E+08,1.63E+09,5.6979,8.7548,-12.95,0.0070091,0.54972,-0.0012084
1.63E+09,5.59E+08,1.63E+09,5.2912,7.5768,-12.852,-0.022895,0.5252,0.5713
1.63E+09,6.59E+08,1.63E+09,5.2652,8.4751,-11.529,0.12329,0.53266,0.58334
1.63E+09,7.59E+08,1.63E+09,7.6703,6.0415,-9.4611,0.14445,0.5193,0.40925
1.63E+09,8.59E+08,1.63E+09,4.8172,5.4559,-10.795,-0.11869,0.50077,1.1386
1.63E+09,9.59E+08,1.63E+09,6.2499,6.8809,-18.344,0.42161,0.53545,1.2836
1.63E+09,5.93E+07,1.63E+09,9.8337,2.556,-8.3609,-0.15577,0.50439,1.2452
1.63E+09,1.59E+08,1.63E+09,11.01,3.4146,-6.8777,0.071866,0.5246,1.1184
1.63E+09,2.60E+08,1.63E+09,12.126,1.3064,-9.1017,0.24627,0.53225,0.52141
1.63E+09,3.60E+08,1.63E+09,10.873,0.089076,-11.183,-0.055282,0.52913,0.5177
1.63E+09,4.60E+08,1.63E+09,10.147,-0.69145,-8.6453,-0.19487,0.53275,0.10302
1.63E+09,5.60E+08,1.63E+09,8.5999,1.6903,-4.1034,0.015656,0.54779,0.017799
1.63E+09,6.60E+08,1.63E+09,10.404,1.6738,-11.18,-0.36105,0.53612,-0.077013
1.63E+09,7.60E+08,1.63E+09,11.888,4.3929,-10.937,0.098909,0.52031,0.14268
1.63E+09,8.60E+08,1.63E+09,7.2934,1.9708,-1.8697,-0.18428,0.5389,0.32656
1.63E+09,9.60E+08,1.63E+09,9.6902,2.5921,-7.8968,-0.15009,0.52345,0.76525
1.63E+09,6.03E+07,1.63E+09,13.945,2.4234,-1.7328,0.25491,0.52439,0.79411
1.63E+09,1.60E+08,1.63E+09,8.8259,-2.4624,-7.0437,-0.10284,0.53564,0.54003
1.63E+09,2.61E+08,1.63E+09,8.5763,-1.9695,-6.5789,-0.013496,0.54811,0.46189
1.63E+09,3.61E+08,1.63E+09,8.9465,-1.2879,-5.1027,-0.25311,0.52831,0.3391
1.63E+09,4.61E+08,1.63E+09,8.7697,-0.091644,-1.6981,-0.19999,0.52564,0.68036
1.63E+09,5.61E+08,1.63E+09,9.4195,-0.10422,-5.8581,0.27748,0.52301,0.76558
1.63E+09,6.61E+08,1.63E+09,9.3222,-2.609,-1.3787,-0.068972,0.51692,0.23844
1.63E+09,7.61E+08,1.63E+09,6.4963,-4.098,-8.541,0.60294,0.56237,-0.030821
1.63E+09,8.61E+08,1.63E+09,5.9616,-3.4444,0.63581,0.3789,0.55808,0.0038986
1.63E+09,9.61E+08,1.63E+09,6.7957,-3.2852,0.50863,-0.42956,0.55577,-0.12505
1.63E+09,6.13E+07,1.63E+09,8.4612,-1.2385,-4.5363,-0.15103,0.53742,-0.18885
1.63E+09,1.61E+08,1.63E+09,5.9336,1.6591,-2.3636,-0.10502,0.53682,-0.023074
1.63E+09,2.62E+08,1.63E+09,4.4761,-1.6768,-0.3782,0.44773,0.57678,-0.30123
1.63E+09,3.62E+08,1.63E+09,4.6206,-2.7281,2.4583,-0.041612,0.56037,-0.6848
1.63E+09,4.62E+08,1.63E+09,3.4224,1.3821,-2.3658,0.2413,0.57522,-0.55383
1.63E+09,5.62E+08,1.63E+09,2.8123,-1.1316,-3.0003,0.0045565,0.57135,-0.88572
1.63E+09,6.62E+08,1.63E+09,5.5865,-1.5108,0.88357,-0.10274,0.55948,-1.0478
1.63E+09,7.62E+08,1.63E+09,4.8436,-1.1711,-2.4729,-0.16041,0.55293,-0.38649
1.63E+09,8.62E+08,1.63E+09,2.3863,-1.473,-0.83655,0.11361,0.54381,-0.088706
1.63E+09,9.62E+08,1.63E+09,1.8517,-5.18,0.82294,0.15196,0.55382,-0.011076
1.63E+09,6.23E+07,1.63E+09,1.9562,-2.641,-0.5527,-0.054129,0.53773,0.042872
1.63E+09,1.62E+08,1.63E+09,-0.7336,1.9211,-0.055981,0.21033,0.54886,0.11113
1.63E+09,2.63E+08,1.63E+09,-1.4666,-0.77295,0.20297,-0.45882,0.55218,0.16897
1.63E+09,3.63E+08,1.63E+09,0.21473,2.8209,-0.062378,0.044901,0.55768,0.079447
1.63E+09,4.63E+08,1.63E+09,0.31279,0.28973,-0.77976,0.029907,0.54766,-0.29303
1.63E+09,5.63E+08,1.63E+09,0.46411,-2.9681,1.6179,0.015722,0.52718,-0.32054
1.63E+09,6.63E+08,1.63E+09,-3.8589,-1.0545,-0.23588,0.024162,0.55677,-0.48324
1.63E+09,7.63E+08,1.63E+09,-2.1023,-4.2472,-4.0953,0.022646,0.55939,-0.36842
1.63E+09,8.63E+08,1.63E+09,-2.7737,-0.047414,0.93041,-0.12971,0.54355,0.12184
1.63E+09,9.63E+08,1.63E+09,-3.2905,2.2749,-1.2808,-0.00062231,0.54528,-0.0066254
1.63E+09,6.33E+07,1.63E+09,-3.7727,-2.1353,-1.8104,0.16058,0.54096,0.0078653
1.63E+09,1.63E+08,1.63E+09,-6.1248,-3.1724,0.34587,0.089932,0.56231,-0.17525
1.63E+09,2.64E+08,1.63E+09,-2.5957,-2.629,-0.29712,0.37303,0.57624,-0.033951
1.63E+09,3.64E+08,1.63E+09,-3.8158,-1.4299,0.1409,-0.58718,0.5124,-0.14727
1.63E+09,4.64E+08,1.63E+09,-4.8234,0.090584,-1.8471,-0.076054,0.52412,-0.17899
1.63E+09,5.64E+08,1.63E+09,-8.5519,4.2263,-3.5165,0.028039,0.53774,0.19497
1.63E+09,6.64E+08,1.63E+09,-3.7683,4.4761,-2.6787,-0.007739,0.54975,-0.039101
1.63E+09,9.64E+08,1.63E+09,-7.8985,-4.625,-4.5601,0.061549,0.54,0.050608
1.63E+09,1.64E+08,1.63E+09,-7.5479,-0.42437,-5.6345,-0.23086,0.54527,-0.046666
1.63E+09,3.65E+08,1.63E+09,-7.088,-2.7772,-5.7043,0.25494,0.55986,-0.018299
1.63E+09,4.65E+08,1.63E+09,-8.9994,-3.0163,-6.7362,0.19698,0.5648,-0.03211
1.63E+09,6.65E+08,1.63E+09,-11.087,-0.35202,-8.2835,0.0064886,0.53291,-0.017306
1.63E+09,8.65E+08,1.63E+09,-10.017,0.20733,-14.973,0.16185,0.55114,0.2635
