Sec,NanoSec,0-ref Sec,w_left,w_right
1633451993,908047163,0,0,0
1633451994,6936340,0.098889112,0,0
1633451994,106210685,0.198163509,0,0
1633451994,205340036,0.297292948,0,0
1633451994,304125169,0.396077871,0,0
1633451994,402862964,0.494815826,0,0
1633451994,502752818,0.594705582,0,0
1633451994,612277840,0.704230547,0,0
1633451994,711542202,0.80349493,0,0
1633451994,810260827,0.902213573,0,0
1633451994,909763514,1.001716375,0,0
1633451995,8260160,1.100213051,0,0
1633451995,107101041,1.199053764,0,0
1633451995,206316016,1.298268795,0,0
1633451995,305724036,1.397676945,0,0
1633451995,404576263,1.496529102,0,0
1633451995,503868031,1.595820904,0,0
1633451995,602019741,1.693972588,0,0
1633451995,712537531,1.804490328,0,0
1633451995,811586450,1.903539181,0,0
1633451995,910118998,2.002071857,0,0
1633451996,9548149,2.101500988,0,0
1633451996,108753185,2.200706005,0,0
1633451996,207070396,2.299023151,0,0
1633451996,306090698,2.398043394,0,0
1633451996,405061017,2.497013807,0,0
1633451996,504607442,2.59656024,0,0
1633451996,603135866,2.695088625,0,0
1633451996,702010870,2.793963671,0,0
1633451996,812432437,2.904385328,0,0
1633451996,911372256,3.003324986,0,0
1633451997,10524692,3.102477551,0,0
1633451997,111937892,3.2038908,0,0
1633451997,208451612,3.30040431,0,0
1633451997,307578947,3.399531841,0,0
1633451997,407570915,3.49952364,0,0
1633451997,505242022,3.59719491,0,0
1633451997,604025954,3.695978642,0,0
1633451997,703753422,3.795706272,0,0
1633451997,802112157,3.894064903,0,0
1633451997,912300981,4.004253864,0,0
1633451998,110300183,4.202252865,0,0
1633451998,211542855,4.303495646,0,0
1633451998,308193625,4.400146484,0,0
1633451998,407151196,4.499104023,0,0
1633451998,506732508,4.598685265,0,0
1633451998,605733506,4.697686195,0,0
1633451998,703912813,4.795865536,0,0
1633451998,803274665,4.895227432,0,0
1633451998,902917587,4.994870424,0,0
1633451999,12521919,5.104474783,0,0
1633451999,111413566,5.20336628,0,0
1633451999,210829130,5.30278182,0,0
1633451999,309295523,5.401248217,0,0
1633451999,705647509,5.797600269,0,0
1633451999,804197056,5.896149874,0,0
1633451999,902975459,5.99492836,0,0
1633452000,2706060,6.094658852,0,0
1633452000,112788065,6.204740763,0,0
1633452000,310783946,6.402736664,0,0
1633452000,409521540,6.50147438,0,0
1633452000,508121821,6.60007453,0,0
1633452000,805831906,6.89778471,0,0
1633452000,904877277,6.996829987,0,0
1633452001,2967952,7.094920635,0,0
1633452001,213020010,7.304972887,0,0
1633452001,311832054,7.403784752,0,0
1633452001,410484432,7.502437115,0,0
1633452001,509352959,7.601305723,0,0
1633452001,608363248,7.700315952,0,0
1633452001,707235250,7.799188137,0,0
1633452001,905051459,7.997004271,0,0
1633452002,4015867,8.095968723,0,0
1633452002,103035581,8.194988489,0,0
1633452002,312631464,8.404584169,0,0
1633452002,510392255,8.60234499,0,0
1633452002,609573535,8.701526403,0,0
1633452002,708221749,8.800174475,0,0
1633452002,807403627,8.899356365,0,0
1633452002,906972619,8.998925447,0,0
1633452003,6023205,9.097975969,0,0
1633452003,104143803,9.196096659,0,0
1633452003,203775902,9.295728683,0,0
1633452003,303023101,9.394975901,0,0
1633452003,412507387,9.504460096,0,0
1633452003,511814226,9.603766918,0,0
1633452003,610152177,9.702105045,0,0
1633452003,709478155,9.801430941,0,0
1633452003,808756277,9.900709152,0,0
1633452003,907348450,9.999301195,0,0
1633452004,6129701,10.09808254,0,0
1633452004,105002351,10.1969552,0,0
1633452004,204247070,10.2961998,0,0
1633452004,403035818,10.49498868,0,0
1633452004,611787344,10.70374012,0,0
1633452004,908637477,11.00059032,0,0
1633452005,106214092,11.19816685,0,0
1633452005,205667995,11.29762077,0,0
1633452005,404011945,11.49596477,0,0
1633452005,502946329,11.59489918,0,0
1633452005,612319042,11.70427179,0,0
1633452005,711417001,11.80336976,0,0
1633452005,909315964,12.00126886,0,0
1633452006,8107162,12.10005999,0,0
1633452006,107166463,12.19911933,0,0
1633452006,206966414,12.2989192,0,0
1633452006,503226066,12.59517884,0,0
1633452006,602382036,12.69433475,0,0
1633452006,723679902,12.81563282,0,0
1633452006,811207437,12.90316033,1.817080557,1.817080557
1633452006,910271050,13.00222397,4.542701393,2.665051484
1633452007,9155648,13.10110855,5.39067232,5.39067232
1633452007,108978449,13.20093131,6.056935191,6.056935191
1633452007,207109542,13.29906225,6.056935191,6.056935191
1633452007,306448023,13.39840078,5.996365839,6.056935191
1633452007,405277518,13.49723029,5.39067232,6.056935191
1633452007,504202283,13.59615517,4.845548153,6.056935191
1633452007,603675436,13.69562817,4.845548153,6.056935191
1633452007,702806237,13.79475904,4.845548153,6.056935191
1633452007,911375224,14.00332808,3.028467595,6.056935191
1633452008,10754226,14.10270691,3.028467595,6.056935191
1633452008,109119853,14.20107269,3.81586917,6.056935191
1633452008,307091601,14.39904451,6.056935191,6.056935191
1633452008,505335492,14.59728837,6.056935191,6.056935191
1633452008,703120449,14.79507327,5.996365839,6.056935191
1633452008,912373875,15.00432658,5.148394912,6.056935191
1633452009,11497255,15.10345006,5.208964264,6.056935191
1633452009,110547791,15.20250058,5.39067232,6.056935191
1633452009,209545493,15.30149817,5.39067232,6.056935191
1633452009,309401242,15.40135407,5.39067232,6.056935191
1633452009,407118095,15.49907088,5.208964264,6.056935191
1633452009,507068599,15.59902143,5.148394912,6.056935191
1633452009,605146662,15.69709945,5.148394912,6.056935191
1633452009,704855149,15.796808,5.148394912,6.056935191
1633452009,803657065,15.89560986,5.208964264,6.056935191
1633452009,902916665,15.99486947,5.875227135,6.056935191
1633452010,12206834,16.10415959,6.056935191,6.056935191
1633452010,111559142,16.20351195,5.39067232,6.056935191
1633452010,210578844,16.30253172,5.39067232,6.056935191
1633452010,408721575,16.50067449,4.482132041,5.996365839
1633452010,705254732,16.79720759,6.056935191,6.056935191
1633452010,903922329,16.99587512,6.056935191,6.056935191
1633452011,2953955,17.09490681,6.056935191,6.056935191
1633452011,112781150,17.20473385,6.056935191,6.056935191
1633452011,310759932,17.40271282,5.39067232,6.056935191
1633452011,409152224,17.50110507,5.330102968,6.056935191
1633452011,707098987,17.79905176,6.056935191,6.056935191
1633452011,805538823,17.89749169,6.056935191,6.056935191
1633452011,904125441,17.99607825,6.056935191,6.056935191
1633452012,410737879,18.50269079,6.056935191,6.056935191
1633452012,509366673,18.60131955,6.056935191,6.056935191
1633452012,707284908,18.79923773,6.056935191,6.056935191
1633452012,807645825,18.8995986,6.056935191,6.056935191
1633452013,4603473,19.09655619,5.511811024,6.056935191
1633452013,104103372,19.19605613,5.511811024,6.056935191
1633452013,203352630,19.29530549,6.056935191,6.056935191
1633452013,411265689,19.50321841,5.330102968,6.056935191
1633452013,510543060,19.60249591,5.330102968,6.056935191
1633452013,609822424,19.70177531,5.148394912,6.056935191
1633452013,708323652,19.80027652,4.845548153,6.056935191
1633452013,807323462,19.89927626,6.056935191,6.056935191
1633452014,5795826,20.09774852,6.056935191,6.056935191
1633452014,115495633,20.20744848,6.056935191,6.056935191
1633452014,204185629,20.29613853,6.056935191,6.056935191
1633452014,412476008,20.50442886,6.056935191,6.056935191
1633452014,511648804,20.60360169,6.056935191,6.056935191
1633452014,808336591,20.9002893,6.056935191,6.056935191
1633452015,7201125,21.099154,6.056935191,6.056935191
1633452015,105585044,21.1975379,6.056935191,6.056935191
1633452015,204194115,21.29614687,6.056935191,6.056935191
1633452015,402209280,21.49416208,6.056935191,6.056935191
1633452015,512579199,21.604532,6.056935191,6.056935191
1633452015,611762605,21.70371532,6.056935191,6.056935191
1633452015,908200945,22.00015378,6.056935191,6.056935191
1633452016,7561250,22.09951401,6.056935191,6.056935191
1633452016,304304796,22.39625764,6.056935191,6.056935191
1633452016,503917988,22.59587073,6.056935191,6.056935191
1633452016,612211477,22.70416427,6.056935191,6.056935191
1633452016,711380352,22.80333304,6.056935191,6.056935191
1633452016,810356522,22.90230942,6.056935191,6.056935191
1633452017,8481502,23.1004343,6.056935191,6.056935191
1633452017,107717267,23.19967008,6.056935191,6.056935191
1633452017,206611478,23.2985642,6.056935191,6.056935191
1633452017,503470002,23.59542274,5.875227135,6.056935191
1633452017,603103898,23.69505668,5.875227135,6.056935191
1633452017,713103722,23.80505657,5.875227135,6.056935191
1633452017,911024976,24.00297785,5.572380376,6.056935191
1633452018,9595387,24.10154819,5.330102968,6.056935191
1633452018,109250721,24.20120358,5.330102968,6.056935191
1633452018,207281058,24.29923391,5.330102968,6.056935191
1633452018,405964955,24.49791765,6.056935191,6.056935191
1633452018,504443465,24.59639621,6.056935191,6.056935191
1633452018,603384904,24.69533777,6.056935191,6.056935191
1633452018,703133945,24.79508686,6.056935191,6.056935191
1633452018,812779165,24.90473199,6.056935191,6.056935191
1633452018,911268442,25.00322127,6.056935191,6.056935191
1633452019,208280688,25.3002336,6.056935191,6.056935191
1633452019,307600384,25.3995533,6.056935191,6.056935191
1633452019,406263175,25.49821591,6.056935191,6.056935191
1633452019,506174402,25.59812713,6.056935191,6.056935191
1633452019,605087213,25.69704008,6.056935191,6.056935191
1633452019,803106317,25.89505911,6.056935191,6.056935191
1633452019,912282244,26.00423503,6.056935191,6.056935191
1633452020,110562180,26.20251489,6.056935191,6.056935191
1633452020,209310772,26.30126357,6.056935191,6.056935191
1633452020,308773103,26.40072584,6.056935191,6.056935191
1633452020,407429281,26.49938202,6.056935191,6.056935191
1633452020,803863985,26.8958168,6.056935191,6.056935191
1633452021,12292405,27.10424519,6.056935191,6.056935191
1633452021,112089612,27.20404243,6.056935191,6.056935191
1633452021,210540228,27.3024931,6.056935191,6.056935191
1633452021,309573767,27.40152645,6.056935191,6.056935191
1633452021,409052329,27.50100517,6.056935191,6.056935191
1633452021,607287380,27.69924021,6.056935191,6.056935191
1633452021,705940276,27.79789305,6.056935191,6.056935191
1633452021,804461705,27.89641452,6.056935191,6.056935191
1633452021,903352986,27.99530578,6.056935191,6.056935191
1633452022,2907415,28.09486032,6.056935191,6.056935191
1633452022,211301996,28.30325484,6.056935191,6.056935191
1633452022,310806253,28.40275908,6.056935191,6.056935191
1633452022,409448933,28.50140166,6.056935191,6.056935191
1633452022,805399511,28.89735222,6.056935191,6.056935191
1633452022,904305830,28.99625874,6.056935191,6.056935191
1633452023,3999103,29.0959518,6.056935191,6.056935191
1633452023,102882812,29.19483566,6.056935191,6.056935191
1633452023,224095328,29.31604815,6.056935191,6.056935191
1633452023,322607274,29.41456008,6.056935191,6.056935191
1633452023,411106160,29.50305891,6.056935191,6.056935191
1633452023,509792413,29.60174513,6.056935191,6.056935191
1633452023,608395565,29.70034838,6.056935191,6.056935191
1633452023,708326742,29.80027962,6.056935191,6.056935191
1633452023,917098865,30.00905156,6.056935191,6.056935191
1633452024,4564945,30.0965178,6.056935191,6.056935191
1633452024,103913347,30.19586611,6.056935191,6.056935191
1633452024,202888666,30.29484153,6.056935191,6.056935191
1633452024,301821411,30.39377427,6.056935191,6.056935191
1633452024,510582203,30.60253501,6.056935191,6.056935191
1633452024,709248137,30.80120087,6.056935191,6.056935191
1633452024,907068887,30.99902177,6.056935191,6.056935191
1633452025,5777533,31.0977304,6.056935191,6.056935191
1633452025,104531177,31.19648409,6.056935191,6.056935191
1633452025,302746118,31.39469886,6.056935191,6.056935191
1633452025,401690527,31.49364328,6.056935191,6.056935191
1633452025,512215430,31.60416818,6.056935191,6.056935191
1633452025,610402441,31.70235515,6.056935191,6.056935191
1633452025,709404743,31.80135751,6.056935191,6.056935191
1633452025,808388416,31.90034127,6.056935191,6.056935191
1633452026,7238855,32.09919167,6.056935191,6.056935191
1633452026,204597069,32.2965498,6.056935191,6.056935191
1633452026,303427751,32.3953805,6.056935191,6.056935191
1633452026,402642854,32.49459577,6.056935191,6.056935191
1633452026,501505815,32.59345865,6.056935191,6.056935191
1633452026,710485908,32.80243874,6.056935191,6.056935191
1633452026,809613269,32.90156603,6.056935191,6.056935191
1633452026,908562382,33.00051522,6.056935191,6.056935191
1633452027,11760208,33.10371304,6.056935191,6.056935191
1633452027,206010232,33.29796314,6.056935191,6.056935191
1633452027,305039261,33.39699197,6.056935191,6.056935191
1633452027,403893050,33.49584579,6.056935191,6.056935191
1633452027,602515241,33.69446802,6.056935191,6.056935191
1633452028,9254436,34.10120726,6.056935191,6.056935191
1633452028,107614406,34.19956732,6.056935191,6.056935191
1633452028,218238267,34.31019115,6.056935191,6.056935191
1633452028,305479379,34.39743209,6.056935191,6.056935191
1633452028,404982074,34.49693489,6.056935191,6.056935191
1633452028,503820871,34.5957737,6.056935191,6.056935191
1633452028,702100618,34.79405332,6.056935191,6.056935191
1633452029,109129020,35.20108175,6.056935191,6.056935191
1633452029,208287056,35.3002398,6.056935191,6.056935191
1633452029,307243213,35.39919591,6.056935191,6.056935191
1633452029,405659031,35.49761176,6.056935191,6.056935191
1633452029,505401362,35.59735417,6.056935191,6.056935191
1633452029,603438052,35.69539094,6.056935191,6.056935191
1633452029,703044014,35.79499674,6.056935191,6.056935191
1633452029,801918571,35.89387131,6.056935191,6.056935191
1633452029,911466238,36.00341892,6.056935191,6.056935191
1633452030,11391646,36.10334444,6.056935191,6.056935191
1633452030,110082874,36.20203567,6.056935191,6.056935191
1633452030,208606844,36.30055976,6.056935191,6.056935191
1633452030,307885860,36.39983869,6.056935191,6.056935191
1633452030,407114119,36.49906683,6.056935191,6.056935191
1633452030,605252080,36.69720483,6.056935191,6.056935191
1633452030,703988668,36.79594135,6.056935191,6.056935191
1633452030,802898716,36.89485145,6.056935191,6.056935191
1633452030,902062837,36.99401569,6.056935191,6.056935191
1633452031,11468713,37.10342145,6.056935191,6.056935191
1633452031,210274242,37.30222702,6.056935191,6.056935191
1633452031,308492048,37.40044475,6.056935191,6.056935191
1633452031,418582663,37.51053548,6.056935191,6.056935191
1633452031,506756113,37.59870887,6.056935191,6.056935191
1633452031,606127428,37.6980803,6.056935191,6.056935191
1633452032,4205268,38.09615803,6.056935191,6.056935191
1633452032,123357591,38.21531034,6.056935191,6.056935191
1633452032,309558854,38.40151167,6.056935191,6.056935191
1633452032,508233304,38.60018611,6.056935191,6.056935191
1633452032,607222427,38.69917512,6.056935191,6.056935191
1633452032,705435942,38.79738879,6.056935191,6.056935191
1633452032,815457008,38.90740991,6.056935191,6.056935191
1633452032,903964591,38.99591732,6.056935191,6.056935191
1633452033,2517386,39.09447026,6.056935191,6.056935191
1633452033,113452847,39.20540571,6.056935191,6.056935191
1633452033,311507628,39.4034605,6.056935191,6.056935191
1633452033,508432833,39.60038567,6.056935191,6.056935191
1633452033,607450011,39.69940281,6.056935191,6.056935191
1633452033,706647103,39.79859996,6.056935191,6.056935191
1633452033,806445572,39.8983984,6.056935191,6.056935191
1633452033,915564797,40.00751758,6.056935191,6.056935191
1633452034,3526850,40.09547973,6.056935191,6.056935191
1633452034,102792775,40.19474554,6.056935191,6.056935191
1633452034,202037335,40.29399014,6.056935191,6.056935191
1633452034,410692840,40.50264573,6.056935191,6.056935191
1633452034,510245941,40.60219884,6.056935191,6.056935191
1633452034,609262327,40.70121503,6.056935191,6.056935191
1633452034,907588843,40.99954176,6.056935191,6.056935191
1633452035,5321173,41.09727407,6.056935191,6.056935191
1633452035,103927754,41.19588065,6.056935191,6.056935191
1633452035,307577502,41.39953041,6.056935191,6.056935191
1633452035,411485057,41.50343776,6.056935191,6.056935191
1633452035,510507293,41.60246015,6.056935191,6.056935191
1633452035,609478426,41.70143127,6.056935191,6.056935191
1633452035,709343270,41.801296,6.056935191,6.056935191
1633452035,907256137,41.99920893,6.056935191,6.056935191
1633452036,6148182,42.0981009,6.056935191,6.056935191
1633452036,104600287,42.19655299,6.056935191,6.056935191
1633452036,204469334,42.29642224,6.056935191,6.056935191
1633452036,303206134,42.39515901,6.056935191,6.056935191
1633452036,611498865,42.70345163,6.056935191,6.056935191
1633452036,710474759,42.80242753,6.056935191,6.056935191
1633452037,7489206,43.09944201,6.056935191,6.056935191
1633452037,106221238,43.198174,6.056935191,6.056935191
1633452037,205170793,43.29712367,6.056935191,6.056935191
1633452037,402915408,43.49486828,6.056935191,6.056935191
1633452037,503553036,43.59550595,6.056935191,6.056935191
1633452037,612423464,43.70437622,6.056935191,6.056935191
1633452037,711400744,43.80335355,6.056935191,6.056935191
1633452037,810225970,43.90217876,6.056935191,6.056935191
1633452037,908760199,44.00071311,6.056935191,6.056935191
1633452038,8076017,44.10002875,6.056935191,6.056935191
1633452038,107065231,44.199018,6.056935191,6.056935191
1633452038,305265097,44.39721799,6.056935191,6.056935191
1633452038,602550468,44.69450331,6.056935191,6.056935191
1633452038,711974613,44.80392742,6.056935191,6.056935191
1633452038,810541193,44.90249395,6.056935191,6.056935191
1633452038,909709949,45.00166273,6.056935191,6.056935191
1633452039,9295567,45.10124826,6.056935191,6.056935191
1633452039,111669694,45.20362258,6.056935191,6.056935191
1633452039,207184159,45.29913688,6.056935191,6.056935191
1633452039,305911311,45.3978641,6.056935191,6.056935191
1633452039,404941510,45.49689436,6.056935191,6.056935191
1633452039,503811931,45.59576464,6.056935191,6.056935191
1633452039,603470427,45.69542313,6.056935191,6.056935191
1633452039,701727007,45.79367971,6.056935191,6.056935191
1633452039,812306513,45.9042592,6.056935191,6.056935191
1633452039,910620244,46.00257301,6.056935191,6.056935191
1633452040,9724051,46.10167694,6.056935191,6.056935191
1633452040,109218724,46.20117164,6.056935191,6.056935191
1633452040,207559039,46.29951191,6.056935191,6.056935191
1633452040,306884347,46.39883709,6.056935191,6.056935191
1633452040,406029615,46.4979825,6.056935191,6.056935191
1633452040,505271087,46.597224,6.056935191,6.056935191
1633452040,702893717,46.79484653,6.056935191,6.056935191
1633452040,802002116,46.89395499,6.056935191,6.056935191
1633452040,912798747,47.00475144,6.056935191,6.056935191
1633452041,10948449,47.10290122,6.056935191,6.056935191
1633452041,110187627,47.20214033,6.056935191,6.056935191
1633452041,209222015,47.30117488,6.056935191,6.056935191
1633452041,406618492,47.4985714,6.056935191,6.056935191
1633452041,505916781,47.59786963,6.056935191,6.056935191
1633452041,605410869,47.69736362,6.056935191,6.056935191
1633452041,704305244,47.79625797,6.056935191,6.056935191
1633452041,802843427,47.89479613,6.056935191,6.056935191
1633452041,902373308,47.99432611,6.056935191,6.056935191
1633452042,11527181,48.1034801,6.056935191,6.056935191
1633452042,111510411,48.20346332,6.056935191,6.056935191
1633452042,309000355,48.40095305,6.056935191,6.056935191
1633452042,507320435,48.5992732,6.056935191,6.056935191
1633452042,605912662,48.69786549,6.056935191,6.056935191
1633452042,705197669,48.79715037,6.056935191,6.056935191
1633452042,806735678,48.89868855,6.056935191,6.056935191
1633452042,903485299,48.9954381,6.056935191,6.056935191
1633452043,1648165,49.09360099,6.056935191,6.056935191
1633452043,112616923,49.20456982,6.056935191,6.056935191
1633452043,211490454,49.30344319,6.056935191,6.056935191
1633452043,310332462,49.40228534,6.056935191,6.056935191
1633452043,409166039,49.5011189,6.056935191,6.056935191
1633452043,607585457,49.69953823,6.056935191,6.056935191
1633452043,807545593,49.89949846,6.056935191,6.056935191
1633452044,2880493,50.09483337,6.056935191,6.056935191
1633452044,113409065,50.20536184,6.056935191,6.056935191
1633452044,212602254,50.30455494,6.056935191,6.056935191
1633452044,311223334,50.40317607,6.056935191,6.056935191
1633452044,509657874,50.60161066,6.056935191,6.056935191
1633452044,608260864,50.70021367,6.056935191,6.056935191
1633452044,706790432,50.79874325,6.056935191,6.056935191
1633452044,805707231,50.89766002,6.056935191,6.056935191
1633452044,905481869,50.99743462,6.056935191,6.056935191
1633452045,5676749,51.09762955,6.056935191,6.056935191
1633452045,114088537,51.20604134,6.056935191,6.056935191
1633452045,201577732,51.29353046,6.056935191,6.056935191
1633452045,322711267,51.41466403,6.056935191,6.056935191
1633452045,410827787,51.50278068,6.056935191,6.056935191
1633452045,509972342,51.60192513,6.056935191,6.056935191
1633452045,608709666,51.70066237,6.056935191,6.056935191
1633452045,807598106,51.89955091,6.056935191,6.056935191
1633452045,907008848,51.99896169,6.056935191,6.056935191
1633452046,4914977,52.0968678,6.056935191,6.056935191
1633452046,106290465,52.19824338,6.056935191,6.056935191
1633452046,202952839,52.29490566,6.056935191,6.056935191
1633452046,301824616,52.39377737,6.056935191,6.056935191
1633452046,412371366,52.5043242,6.056935191,6.056935191
1633452046,610236924,52.70218968,6.056935191,6.056935191
1633452046,709311046,52.80126381,6.056935191,6.056935191
1633452046,907396330,52.99934912,6.056935191,6.056935191
1633452047,105079663,53.19703245,6.056935191,6.056935191
1633452047,203882923,53.29583573,6.056935191,6.056935191
1633452047,512206858,53.60415959,6.056935191,6.056935191
1633452047,611329196,53.70328188,6.056935191,5.875227135
1633452047,710686842,53.80263972,6.056935191,5.027256208
1633452047,809321180,53.90127397,6.056935191,5.027256208
1633452047,908260405,54.00021315,6.056935191,5.027256208
1633452048,7416077,54.09936881,6.056935191,5.148394912
1633452048,205481429,54.29743433,6.056935191,6.056935191
1633452048,304634034,54.39658689,6.056935191,6.056935191
1633452048,402918983,54.49487185,6.056935191,6.056935191
1633452048,612611336,54.70456409,6.056935191,6.056935191
1633452048,711662066,54.80361485,6.056935191,6.056935191
1633452048,810290204,54.9022429,6.056935191,6.056935191
1633452049,8171325,55.10012412,6.056935191,6.056935191
1633452049,206053099,55.29800582,6.056935191,6.056935191
1633452049,305145867,55.39709878,6.056935191,6.056935191
1633452049,602055265,55.69400811,6.056935191,6.056935191
1633452049,811577870,55.9035306,6.056935191,6.056935191
1633452049,911593010,56.00354576,6.056935191,6.056935191
1633452050,9536152,56.10148907,6.056935191,6.056935191
1633452050,107981996,56.19993472,6.056935191,6.056935191
1633452050,206698598,56.29865146,6.056935191,6.056935191
1633452050,306082182,56.39803505,6.056935191,6.056935191
1633452050,404710108,56.49666286,6.056935191,6.056935191
1633452050,602901071,56.69485378,6.056935191,6.056935191
1633452050,702341747,56.7942946,6.056935191,6.056935191
1633452050,811917380,56.90387011,6.056935191,6.056935191
1633452050,911308321,57.00326109,6.056935191,6.056935191
1633452051,307641600,57.39959431,6.056935191,6.056935191
1633452051,505031025,57.59698391,6.056935191,6.056935191
1633452051,801851011,57.89380383,6.056935191,6.056935191
1633452051,912680183,58.00463295,6.056935191,6.056935191
1633452052,22477337,58.11443019,6.056935191,6.056935191
1633452052,110520739,58.20247364,6.056935191,6.056935191
1633452052,308605202,58.40055799,6.056935191,6.056935191
1633452052,407739094,58.49969196,6.056935191,6.056935191
1633452052,605396236,58.69734907,6.056935191,6.056935191
1633452052,704654262,58.79660702,6.056935191,6.056935191
1633452052,803401309,58.89535403,6.056935191,6.056935191
1633452052,913697250,59.00565004,6.056935191,6.056935191
1633452053,12622858,59.10457563,6.056935191,6.056935191
1633452053,111367260,59.20332003,6.056935191,6.056935191
1633452053,309989425,59.40194225,2.362204724,2.362204724
1633452053,509553162,59.60150599,0,0
1633452053,606026411,59.69797921,0,0
1633452053,903088433,59.99504113,6.056935191,1.57480315
1633452054,1897892,60.09385061,6.056935191,1.877649909
1633452054,112345005,60.20429778,6.056935191,1.938219261
1633452054,211582029,60.30353475,6.056935191,4.11871593
1633452054,607478626,60.69943142,6.056935191,6.056935191
1633452054,706230428,60.7981832,6.056935191,6.056935191
1633452055,3392031,61.09534478,6.056935191,6.056935191
1633452055,322631977,61.41458488,6.056935191,6.056935191
1633452055,412001897,61.50395465,6.056935191,6.056935191
1633452055,509512618,61.60146546,6.056935191,6.056935191
1633452055,707544857,61.7994976,5.572380376,6.056935191
1633452055,806093739,61.89804649,6.056935191,6.056935191
1633452055,904860639,61.99681354,6.056935191,6.056935191
1633452056,3921593,62.09587431,6.056935191,6.056935191
1633452056,103154696,62.19510746,6.056935191,6.056935191
1633452056,201780393,62.29373312,6.056935191,6.056935191
1633452056,312198578,62.40415144,6.056935191,6.056935191
1633452056,411596064,62.50354886,6.056935191,6.056935191
1633452056,510620647,62.60257339,6.056935191,6.056935191
1633452056,609089069,62.70104194,6.056935191,6.056935191
